DATE,WSBASE
2001-08-29,622.994
2001-09-05,630.845
2001-09-12,642.487
2001-09-19,689.709
2001-09-26,629.010
2001-10-03,632.196
2001-10-10,637.581
2001-10-17,638.691
2001-10-24,625.741
2001-10-31,642.030
2001-11-07,631.274
2001-11-14,638.795
2001-11-21,640.877
2001-11-28,643.707
2001-12-05,644.362
2001-12-12,642.222
2001-12-19,647.743
2001-12-26,657.699
2002-01-02,664.660
2002-01-09,654.771
2002-01-16,651.225
2002-01-23,652.843
2002-01-30,646.669
2002-02-06,651.856
2002-02-13,650.918
2002-02-20,659.675
2002-02-27,655.409
2002-03-06,658.750
2002-03-13,656.876
2002-03-20,658.576
2002-03-27,658.212
2002-04-03,664.206
2002-04-10,661.394
2002-04-17,665.214
2002-04-24,660.987
2002-05-01,667.375
2002-05-08,663.730
2002-05-15,667.699
2002-05-22,666.015
2002-05-29,677.212
2002-06-05,672.740
2002-06-12,671.634
2002-06-19,671.451
2002-06-26,675.295
2002-07-03,680.023
2002-07-10,680.054
2002-07-17,677.884
2002-07-24,679.988
2002-07-31,677.098
2002-08-07,679.757
2002-08-14,675.776
2002-08-21,681.065
2002-08-28,677.098
2002-09-04,687.572
2002-09-11,680.468
2002-09-18,679.724
2002-09-25,676.422
2002-10-02,682.773
2002-10-09,677.749
2002-10-16,684.618
2002-10-23,679.851
2002-10-30,684.799
2002-11-06,682.283
2002-11-13,688.346
2002-11-20,688.363
2002-11-27,691.587
2002-12-04,695.429
2002-12-11,693.920
2002-12-18,695.409
2002-12-25,704.580
2003-01-01,708.000
2003-01-08,701.968
2003-01-15,697.160
2003-01-22,699.444
2003-01-29,692.459
2003-02-05,698.152
2003-02-12,695.631
2003-02-19,706.148
2003-02-26,701.250
2003-03-05,706.576
2003-03-12,699.903
2003-03-19,707.955
2003-03-26,702.272
2003-04-02,710.461
2003-04-09,704.443
2003-04-16,711.778
2003-04-23,707.144
2003-04-30,713.674
2003-05-07,706.680
2003-05-14,713.808
2003-05-21,711.680
2003-05-28,720.486
2003-06-04,715.935
2003-06-11,713.167
2003-06-18,712.482
2003-06-25,715.234
2003-07-02,717.593
2003-07-09,718.960
2003-07-16,716.722
2003-07-23,718.330
2003-07-30,714.607
2003-08-06,719.068
2003-08-13,714.153
2003-08-20,728.014
2003-08-27,718.032
2003-09-03,727.882
2003-09-10,718.427
2003-09-17,722.221
2003-09-24,716.599
2003-10-01,725.425
2003-10-08,717.584
2003-10-15,727.081
2003-10-22,724.529
2003-10-29,729.727
2003-11-05,727.221
2003-11-12,727.326
2003-11-19,731.251
2003-11-26,733.021
2003-12-03,738.296
2003-12-10,733.941
2003-12-17,735.181
2003-12-24,742.692
2003-12-31,746.500
2004-01-07,743.021
2004-01-14,731.540
2004-01-21,738.697
2004-01-28,730.226
2004-02-04,734.378
2004-02-11,731.223
2004-02-18,739.283
2004-02-25,734.428
2004-03-03,738.614
2004-03-10,734.108
2004-03-17,739.662
2004-03-24,734.042
2004-03-31,739.604
2004-04-07,736.573
2004-04-14,742.776
2004-04-21,740.916
2004-04-28,744.524
2004-05-05,742.092
2004-05-12,743.605
2004-05-19,743.802
2004-05-26,746.375
2004-06-02,752.018
2004-06-09,748.296
2004-06-16,747.245
2004-06-23,749.609
2004-06-30,755.024
2004-07-07,757.879
2004-07-14,758.337
2004-07-21,758.396
2004-07-28,754.951
2004-08-04,760.088
2004-08-11,756.750
2004-08-18,755.209
2004-08-25,755.564
2004-09-01,762.187
2004-09-08,761.623
2004-09-15,764.065
2004-09-22,761.054
2004-09-29,761.993
2004-10-06,759.916
2004-10-13,764.472
2004-10-20,764.639
2004-10-27,764.057
2004-11-03,766.121
2004-11-10,767.433
2004-11-17,770.702
2004-11-24,771.470
2004-12-01,775.658
2004-12-08,774.047
2004-12-15,773.609
2004-12-22,774.139
2004-12-29,776.218
2005-01-05,780.506
2005-01-12,766.811
2005-01-19,775.911
2005-01-26,768.445
2005-02-02,776.920
2005-02-09,767.453
2005-02-16,773.825
2005-02-23,773.303
2005-03-02,776.756
2005-03-09,769.158
2005-03-16,775.607
2005-03-23,773.735
2005-03-30,774.383
2005-04-06,776.393
2005-04-13,773.391
2005-04-20,777.197
2005-04-27,775.614
2005-05-04,775.650
2005-05-11,773.039
2005-05-18,774.475
2005-05-25,775.869
2005-06-01,782.137
2005-06-08,780.508
2005-06-15,778.405
2005-06-22,779.110
2005-06-29,778.963
2005-07-06,786.192
2005-07-13,782.145
2005-07-20,784.283
2005-07-27,780.111
2005-08-03,787.840
2005-08-10,782.581
2005-08-17,782.405
2005-08-24,780.952
2005-08-31,786.599
2005-09-07,787.487
2005-09-14,788.790
2005-09-21,788.131
2005-09-28,788.929
2005-10-05,787.537
2005-10-12,788.509
2005-10-19,788.576
2005-10-26,786.599
2005-11-02,789.430
2005-11-09,787.471
2005-11-16,796.968
2005-11-23,794.123
2005-11-30,799.392
2005-12-07,797.540
2005-12-14,797.838
2005-12-21,801.639
2005-12-28,809.768
2006-01-04,814.874
2006-01-11,803.589
2006-01-18,804.738
2006-01-25,800.538
2006-02-01,802.926
2006-02-08,798.673
2006-02-15,806.300
2006-02-22,805.147
2006-03-01,809.192
2006-03-08,800.006
2006-03-15,813.061
2006-03-22,804.023
2006-03-29,807.712
2006-04-05,807.716
2006-04-12,806.645
2006-04-19,810.812
2006-04-26,808.228
2006-05-03,810.419
2006-05-10,810.404
2006-05-17,812.707
2006-05-24,811.205
2006-05-31,815.359
2006-06-07,815.695
2006-06-14,811.562
2006-06-21,809.990
2006-06-28,808.720
2006-07-05,816.772
2006-07-12,812.184
2006-07-19,812.119
2006-07-26,807.686
2006-08-02,813.617
2006-08-09,807.491
2006-08-16,810.718
2006-08-23,807.331
2006-08-30,812.944
2006-09-06,815.307
2006-09-13,809.534
2006-09-20,810.282
2006-09-27,807.114
2006-10-04,807.152
2006-10-11,811.164
2006-10-18,809.907
2006-10-25,808.974
2006-11-01,810.572
2006-11-08,812.156
2006-11-15,813.406
2006-11-22,818.555
2006-11-29,823.469
2006-12-06,822.553
2006-12-13,818.992
2006-12-20,824.322
2006-12-27,830.528
2007-01-03,838.866
2007-01-10,824.570
2007-01-17,824.950
2007-01-24,816.336
2007-01-31,820.768
2007-02-07,814.709
2007-02-14,819.468
2007-02-21,822.185
2007-02-28,822.754
2007-03-07,820.632
2007-03-14,821.397
2007-03-21,818.593
2007-03-28,821.779
2007-04-04,822.968
2007-04-11,821.474
2007-04-18,824.426
2007-04-25,821.185
2007-05-02,824.038
2007-05-09,824.810
2007-05-16,823.032
2007-05-23,824.849
2007-05-30,827.397
2007-06-06,830.867
2007-06-13,824.257
2007-06-20,827.008
2007-06-27,823.325
2007-07-04,832.256
2007-07-11,828.968
2007-07-18,829.598
2007-07-25,825.149
2007-08-01,831.092
2007-08-08,824.719
2007-08-15,842.723
2007-08-22,825.991
2007-08-29,824.563
2007-09-05,827.490
2007-09-12,828.469
2007-09-19,822.207
2007-09-26,829.917
2007-10-03,830.649
2007-10-10,829.694
2007-10-17,828.039
2007-10-24,826.417
2007-10-31,828.493
2007-11-07,830.962
2007-11-14,833.655
2007-11-21,836.500
2007-11-28,837.209
2007-12-05,834.457
2007-12-12,829.201
2007-12-19,834.742
2007-12-26,837.785
2008-01-02,848.718
2008-01-09,833.369
2008-01-16,831.726
2008-01-23,825.208
2008-01-30,828.758
2008-02-06,827.328
2008-02-13,826.168
2008-02-20,834.331
2008-02-27,830.120
2008-03-05,832.668
2008-03-12,831.090
2008-03-19,839.558
2008-03-26,829.624
2008-04-02,835.258
2008-04-09,828.876
2008-04-16,829.277
2008-04-23,830.608
2008-04-30,828.574
2008-05-07,833.047
2008-05-14,831.328
2008-05-21,836.146
2008-05-28,842.755
2008-06-04,842.483
2008-06-11,836.248
2008-06-18,840.759
2008-06-25,836.946
2008-07-02,848.572
2008-07-09,847.565
2008-07-16,848.790
2008-07-23,843.700
2008-07-30,853.937
2008-08-06,849.841
2008-08-13,847.116
2008-08-20,848.865
2008-08-27,846.381
2008-09-03,854.183
2008-09-10,850.582
2008-09-17,886.659
2008-09-24,945.664
2008-10-01,1011.025
2008-10-08,971.853
2008-10-15,1140.314
2008-10-22,1161.814
2008-10-29,1124.257
2008-11-05,1360.306
2008-11-12,1462.560
2008-11-19,1504.755
2008-11-26,1449.590
2008-12-03,1511.283
2008-12-10,1654.283
2008-12-17,1680.167
2008-12-24,1670.334
2008-12-31,1740.957
2009-01-07,1771.629
2009-01-14,1734.976
2009-01-21,1732.344
2009-01-28,1686.736
2009-02-04,1555.073
2009-02-11,1500.511
2009-02-18,1591.183
2009-02-25,1593.953
2009-03-04,1550.687
2009-03-11,1533.820
2009-03-18,1684.154
2009-03-25,1702.294
2009-04-01,1711.065
2009-04-08,1750.212
2009-04-15,1746.977
2009-04-22,1832.487
2009-04-29,1733.271
2009-05-06,1685.218
2009-05-13,1767.276
2009-05-20,1843.246
2009-05-27,1780.298
2009-06-03,1766.682
2009-06-10,1716.103
2009-06-17,1729.138
2009-06-24,1603.253
2009-07-01,1638.797
2009-07-08,1667.707
2009-07-15,1696.455
2009-07-22,1666.174
2009-07-29,1678.458
2009-08-05,1633.741
2009-08-12,1663.547
2009-08-19,1713.725
2009-08-26,1756.779
2009-09-02,1751.679
2009-09-09,1779.577
2009-09-16,1786.000
2009-09-23,1805.316
2009-09-30,1839.761
2009-10-07,1876.510
2009-10-14,1902.690
2009-10-21,1952.975
2009-10-28,2002.367
2009-11-04,2002.943
2009-11-11,1957.012
2009-11-18,2024.255
2009-11-25,2079.213
2009-12-02,2065.406
2009-12-09,2050.924
2009-12-16,2022.577
2009-12-23,2034.277
2009-12-30,1999.301
2010-01-06,1924.335
2010-01-13,1982.694
2010-01-20,2000.929
2010-01-27,2025.238
2010-02-03,2048.824
2010-02-10,2082.786
2010-02-17,2135.281
2010-02-24,2161.986
2010-03-03,2130.945
2010-03-10,2110.801
2010-03-17,2060.449
2010-03-24,2063.031
2010-03-31,2060.059
2010-04-07,2049.406
2010-04-14,2032.205
2010-04-21,2005.358
2010-04-28,1990.014
2010-05-05,1960.509
2010-05-12,2005.020
2010-05-19,2033.021
2010-05-26,2024.782
2010-06-02,2012.968
2010-06-09,2005.104
2010-06-16,2009.323
2010-06-23,2002.180
2010-06-30,1987.264
2010-07-07,1997.357
2010-07-14,2006.873
2010-07-21,1981.694
2010-07-28,1989.978
2010-08-04,1999.560
2010-08-11,1994.049
2010-08-18,1990.685
2010-08-25,1997.971
2010-09-01,1984.481
2010-09-08,1987.609
2010-09-15,1981.650
2010-09-22,1928.962
2010-09-29,1949.513
2010-10-06,1943.959
2010-10-13,1986.714
2010-10-20,1947.308
2010-10-27,1966.985
2010-11-03,1959.359
2010-11-10,1967.014
2010-11-17,1959.635
2010-11-24,1987.794
2010-12-01,1984.230
2010-12-08,2029.405
2010-12-15,2034.523
2010-12-22,1995.873
2010-12-29,2013.115
2011-01-05,1986.874
2011-01-12,2046.684
2011-01-19,2052.143
2011-01-26,2056.492
2011-02-02,2068.060
2011-02-09,2140.882
2011-02-16,2215.458
2011-02-23,2263.625
2011-03-02,2291.816
2011-03-09,2360.399
2011-03-16,2398.654
2011-03-23,2397.166
2011-03-30,2456.176
2011-04-06,2481.206
2011-04-13,2534.204
2011-04-20,2499.705
2011-04-27,2485.289
2011-05-04,2484.455
2011-05-11,2536.660
2011-05-18,2567.061
2011-05-25,2591.748
2011-06-01,2626.307
2011-06-08,2657.562
2011-06-15,2675.507
2011-06-22,2615.554
2011-06-29,2643.765
2011-07-06,2684.443
2011-07-13,2711.807
2011-07-20,2667.783
2011-07-27,2683.679
2011-08-03,2659.056
2011-08-10,2685.223
2011-08-17,2657.080
2011-08-24,2640.579
2011-08-31,2647.946
2011-09-07,2660.117
2011-09-14,2661.016
2011-09-21,2606.840
2011-09-28,2615.042
2011-10-05,2645.712
2011-10-12,2671.990
2011-10-19,2645.318
2011-10-26,2612.673
2011-11-02,2619.758
2011-11-09,2623.166
2011-11-16,2643.828
2011-11-23,2566.525
2011-11-30,2584.962
2011-12-07,2610.357
2011-12-14,2668.325
2011-12-21,2578.899
2011-12-28,2610.212
2012-01-04,2642.798
2012-01-11,2644.837
2012-01-18,2663.257
2012-01-25,2597.115
2012-02-01,2641.968
2012-02-08,2676.637
2012-02-15,2717.773
2012-02-22,2712.509
2012-02-29,2699.023
2012-03-07,2686.567
2012-03-14,2676.580
2012-03-21,2621.503
2012-03-28,2624.847
2012-04-04,2650.024
2012-04-11,2653.438
2012-04-18,2665.104
2012-04-25,2640.354
2012-05-02,2594.921
2012-05-09,2601.506
2012-05-16,2606.829
2012-05-23,2618.533
2012-05-30,2633.336
2012-06-06,2638.675
2012-06-13,2660.356
2012-06-20,2606.547
2012-06-27,2571.239
2012-07-04,2615.971
2012-07-11,2633.005
2012-07-18,2656.379
2012-07-25,2662.422
2012-08-01,2673.822
2012-08-08,2668.458
2012-08-15,2671.821
2012-08-22,2628.333
2012-08-29,2621.379
2012-09-05,2645.963
2012-09-12,2632.589
2012-09-19,2578.376
2012-09-26,2550.896
2012-10-03,2576.771
2012-10-10,2606.106
2012-10-17,2618.670
2012-10-24,2611.682
2012-10-31,2631.189
2012-11-07,2654.403
2012-11-14,2631.951
2012-11-21,2653.404
2012-11-28,2639.013
2012-12-05,2677.905
2012-12-12,2674.964
2012-12-19,2673.928
2012-12-26,2667.025
2013-01-02,2672.763
2013-01-09,2707.396
2013-01-16,2741.228
2013-01-23,2742.378
2013-01-30,2787.554
2013-02-06,2811.961
2013-02-13,2845.737
2013-02-20,2836.239
2013-02-27,2852.951
2013-03-06,2920.714
2013-03-13,2935.933
2013-03-20,2928.208
2013-03-27,2951.316
2013-04-03,2978.888
2013-04-10,3022.345
2013-04-17,3034.379
2013-04-24,2996.952
2013-05-01,3012.237
2013-05-08,3036.785
2013-05-15,3101.648
2013-05-22,3147.489
2013-05-29,3169.925
2013-06-05,3209.275
2013-06-12,3220.097
2013-06-19,3182.812
2013-06-26,3172.287
2013-07-03,3219.468
2013-07-10,3271.663
2013-07-17,3288.707
2013-07-24,3289.189
2013-07-31,3349.535
2013-08-07,3369.684
2013-08-14,3374.153
2013-08-21,3392.069
2013-08-28,3422.425
2013-09-04,3474.815
2013-09-11,3473.342
2013-09-18,3498.456
2013-09-25,3483.101
2013-10-02,3518.627
2013-10-09,3570.027
2013-10-16,3587.128
2013-10-23,3573.232
2013-10-30,3642.166
2013-11-06,3659.477
2013-11-13,3671.202
2013-11-20,3693.780
2013-11-27,3688.958
2013-12-04,3720.636
2013-12-11,3751.573
2013-12-18,3751.010
2013-12-25,3710.013
2014-01-01,3615.094
2014-01-08,3690.454
2014-01-15,3757.068
2014-01-22,3749.147
2014-01-29,3744.037
2014-02-05,3770.911
2014-02-12,3821.425
2014-02-19,3857.701
2014-02-26,3848.296
2014-03-05,3883.409
2014-03-12,3912.154
2014-03-19,3910.044
2014-03-26,3879.496
2014-04-02,3850.096
2014-04-09,3954.960
2014-04-16,3995.271
2014-04-23,3911.262
2014-04-30,3880.057
2014-05-07,3870.781
2014-05-14,3905.555
2014-05-21,3933.176
2014-05-28,3909.666
2014-06-04,3959.557
2014-06-11,3989.121
2014-06-18,3982.789
2014-06-25,3918.843
2014-07-02,3861.078
2014-07-09,3911.556
2014-07-16,3925.149
2014-07-23,4076.028
2014-07-30,4092.834
2014-08-06,4076.292
2014-08-13,4074.902
2014-08-20,4077.455
2014-08-27,4066.454
2014-09-03,4070.334
2014-09-10,4079.530
2014-09-17,4087.360
2014-09-24,4020.896
2014-10-01,3994.835
2014-10-08,4040.979
2014-10-15,4089.118
2014-10-22,3985.013
2014-10-29,3927.015
2014-11-05,3863.278
2014-11-12,3878.976
2014-11-19,3831.930
2014-11-26,3799.691
2014-12-03,3767.410
2014-12-10,3751.520
2014-12-17,4109.672
2014-12-24,4014.658
2014-12-31,3916.305
2015-01-07,3941.740
2015-01-14,4086.728
2015-01-21,4053.205
2015-01-28,3994.161
2015-02-04,4015.341
2015-02-11,3874.495
2015-02-18,3804.004
2015-02-25,3678.438
2015-03-04,3874.461
2015-03-11,4043.229
2015-03-18,4138.608
2015-03-25,4062.672
2015-04-01,4025.166
2015-04-08,4105.753
2015-04-15,4155.190
2015-04-22,4038.824
2015-04-29,3952.677
2015-05-06,3957.358
2015-05-13,3983.029
2015-05-20,3999.312
2015-05-27,3879.208
2015-06-03,3813.074
2015-06-10,4021.115
2015-06-17,3986.377
2015-06-24,3894.740
2015-07-01,3824.020
2015-07-08,3926.216
2015-07-15,3990.511
2015-07-22,4001.435
2015-07-29,3995.526
2015-08-05,3971.844
2015-08-12,3934.115
2015-08-19,3904.357
2015-08-26,4058.205
2015-09-02,4061.273
2015-09-09,4117.165
2015-09-16,4081.836
2015-09-23,4006.639
2015-09-30,3899.376
2015-10-07,4021.479
2015-10-14,4089.866
2015-10-21,4084.917
2015-10-28,4050.335
2015-11-04,4039.544
2015-11-11,4059.359
2015-11-18,4039.229
2015-11-25,3960.119
2015-12-02,3930.280
2015-12-09,3934.660
2015-12-16,3948.198
2015-12-23,3825.253
2015-12-30,3729.975
2016-01-06,3545.957
2016-01-13,3839.018
2016-01-20,3869.589
2016-01-27,3808.835
2016-02-03,3788.687
2016-02-10,3858.591
2016-02-17,3902.666
2016-02-24,3850.564
2016-03-02,3912.258
2016-03-09,3950.897
2016-03-16,3937.224
2016-03-23,3862.178
2016-03-30,3849.690
2016-04-06,3835.910
2016-04-13,3941.332
2016-04-20,3914.547
2016-04-27,3819.979
2016-05-04,3809.814
2016-05-11,3853.141
2016-05-18,3867.728
2016-05-25,3784.738
2016-06-01,3851.652
2016-06-08,3887.974
2016-06-15,3905.900
2016-06-22,3818.040
2016-06-29,3714.949
2016-07-06,3719.412
2016-07-13,3775.792
2016-07-20,3790.002
2016-07-27,3783.341
2016-08-03,3795.790
2016-08-10,3860.057
2016-08-17,3792.951
2016-08-24,3822.116
2016-08-31,3803.418
2016-09-07,3846.305
2016-09-14,3839.941
2016-09-21,3713.159
2016-09-28,3600.154
2016-10-05,3471.659
2016-10-12,3608.064
2016-10-19,3624.373
2016-10-26,3537.647
2016-11-02,3587.353
2016-11-09,3662.094
2016-11-16,3658.637
2016-11-23,3622.147
2016-11-30,3591.476
2016-12-07,3638.552
2016-12-14,3635.772
2016-12-21,3522.317
2016-12-28,3458.617
2017-01-04,3354.742
2017-01-11,3573.602
2017-01-18,3651.399
2017-01-25,3616.838
2017-02-01,3653.527
2017-02-08,3723.025
2017-02-15,3753.660
2017-02-22,3750.188
2017-03-01,3777.113
2017-03-08,3868.936
2017-03-15,3889.330
2017-03-22,3843.235
2017-03-29,3843.070
2017-04-05,3771.053
2017-04-12,3898.21
2017-04-19,3883.445
2017-04-26,3779.828
2017-05-03,3717.422
2017-05-10,3778.791
2017-05-17,3787.775
2017-05-24,3770.808
2017-05-31,3776.565
2017-06-07,3827.903
2017-06-14,3829.327
2017-06-21,3764.553
2017-06-28,3718.642
2017-07-05,3639.27
2017-07-12,3785.738
2017-07-19,3816.01
2017-07-26,3841.118
2017-08-02,3834.1
2017-08-09,3897.638
2017-08-16,3902.099
2017-08-23,3925.054
2017-08-30,3931.732
2017-09-06,3941.229
2017-09-13,3938.405
2017-09-20,3872.464
2017-09-27,3791.655
2017-10-04,3729.57
2017-10-11,3849.268
2017-10-18,3865.643
2017-10-25,3827.415
2017-11-01,3828.63
2017-11-08,3902.097
2017-11-15,3927.521
2017-11-22,3934.473
2017-11-29,3894.133
2017-12-06,3924.662
2017-12-13,3955.026
2017-12-20,3873.186
2017-12-27,3813.545
2018-01-03,3663.942
2018-01-10,3847.482
2018-01-17,3860.546
2018-01-24,3818.637
2018-01-31,3809.396
2018-02-07,3853.885
2018-02-14,3867.57
2018-02-21,3842.698
2018-02-28,3856.071
2018-03-07,3881.488
2018-03-14,3838.104
2018-03-21,3757.74
2018-03-28,3748.572
2018-04-04,3731.764
2018-04-11,3759.909
2018-04-18,3781.806
2018-04-25,3694.314
2018-05-02,3638.165
2018-05-09,3672.445
2018-05-16,3686.924
2018-05-23,3675.935
2018-05-30,3679.156
2018-06-06,3690.752
2018-06-13,3718.168
2018-06-20,3632.834
2018-06-27,3603.011
2018-07-04,3586.553
2018-07-11,3630.229
2018-07-18,3635.751
2018-07-25,3614.004
2018-08-01,3605.296
2018-08-08,3620.769
2018-08-15,3593.509
2018-08-22,3556.956
2018-08-29,3560.272
2018-09-05,3580.647
2018-09-12,3607.928
2018-09-19,3565.051
2018-09-26,3517.065
2018-10-03,3488.3
2018-10-10,3556.979
2018-10-17,3544.765
